storename,storecontract,storeid,storeaddress,storecity,storestate,storezip,storecountry,storephone,latlonlocation,latlonlocationdv
CARQUEST,CarQuest,1000950,4100  WIBLE  ROAD,BAKERSFIELD,CA,93313,USA,6618344800,"35.31724,-119.03849","35.31724,-119.03849"
CARQUEST,CarQuest,1000723,1401 DENIM DRIVE,ERWIN,NC,28339,USA,9108927480,"35.3216500000372,-78.6575949999178","35.3216500000372,-78.6575949999178"
BARONS AUTO PARTS INC.,CarQuest,1000572,2150 S. UNION AVENUE,BAKERSFIELD,CA,93307-4156,USA,6618345155,"35.32611,-119.00285","35.32611,-119.00285"
CHA-DT CHARLOTTE NC # 1323,CarQuest,1000853,5707 TRANSPORT DRIVE,CHARLOTTE,NC,28206,USA,-0,"35.3406,-80.84396","35.3406,-80.84396"
CARQUEST,CarQuest,1000792,605 E MAIN ST,SPINDALE,NC,28160,USA,8282864178,"35.35341,-81.91474","35.35341,-81.91474"
CARQUEST,CarQuest,1000949,25  UNION AVE,BAKERSFIELD,CA,93307,USA,6613244018,"35.3541100000001,-119.002935000016","35.3541100000001,-119.002935000016"
LOGAN HOME AND AUTO CENTER,CarQuest,1001708,1019 FUENTAS STREET,LOGAN,NM,88426,USA,5754872111,"35.3614250011352,-103.414634999967","35.3614250011352,-103.414634999967"
DEATONS AUTO SUPPLY,CarQuest,1001371,745 N MAIN STREET,TROY,NC,27371,USA,9105766951,"35.36711,-79.89519","35.36711,-79.89519"
RODS AUTO PARTS,CarQuest,1001966,478 ASHEVILLE HIGHWAY,SYLVA,NC,28779,USA,8285865558,"35.3759331931595,-83.2129774334046","35.3759331931595,-83.2129774334046"
CARQUEST,CarQuest,1000947,3140  NILES  STREET,BAKERSFIELD,CA,93306,USA,6618714050,"35.37622,-118.94784","35.37622,-118.94784"
CARQUEST,CarQuest,1001065,1308 N WILLIAMS STREET,GOLDSBORO,NC,27533,USA,9197340832,"35.3831449925108,-77.9932249722802","35.3831449925108,-77.9932249722802"
CARQUEST,CarQuest,1000679,848A UNION STREET SOUTH,CONCORD,NC,28025,USA,7047869144,"35.3833649981096,-80.5510100217976","35.3833649981096,-80.5510100217976"
CARQUEST,CarQuest,1000948,10800   ROSEDALE  HWY,BAKERSFIELD,CA,93312,USA,6615899772,"35.38407,-119.12251","35.38407,-119.12251"
CARQUEST,CarQuest,1000770,413 N. CHESTER AVENUE,BAKERSFIELD,CA,93308,USA,6613995506,"35.409525,-119.02095","35.409525,-119.02095"
YOW AUTO SUPPLY,CarQuest,1002167,221 S. JEFFERSON,ELK CITY,OK,73644,USA,5802252166,"35.41015,-99.40619","35.41015,-99.40619"
Advance Auto Parts,CarQuest,1000138,705 N OLD STATESVILLE RD,HUNTERSVILLE,NC,28078,USA,7049481882,"35.4114500000066,-80.8553699999305","35.4114500000066,-80.8553699999305"
CARQUEST,CarQuest,1001322,34928 MCMURTREY AVE SUITE 500,BAKERSFIELD,CA,93308,USA,6613912550,"35.44478,-119.07948","35.44478,-119.07948"
COLE'S CARQUEST,CarQuest,1000878,1308 MUNFORD AVE,MUNFORD,TN,38058,USA,9018370121,"35.4489200306571,-89.8158149977241","35.4489200306571,-89.8158149977241"
CARQUEST,CarQuest,1001223,2109 S. HORNER BLVD,SANFORD,NC,27330,USA,9197757955,"35.46267,-79.14842","35.46267,-79.14842"
Advance Auto Parts,CarQuest,1000025,2391 HVILLE HIGHWAY,ARDEN,NC,28704,USA,8286845531,"35.4659614562988,-82.5134201049805","35.4659614562988,-82.5134201049805"
EDDYS AUTO PARTS,CarQuest,1001425,2514 EAST MAIN STREET,LINCOLNTON,NC,28092,USA,7047320769,"35.4793040319366,-81.2152448979868","35.4793040319366,-81.2152448979868"
"LOVELADY AUTO PARTS, LLC",CarQuest,1001716,1650 MURFREESBORO HWY,MANCHESTER,TN,37355,USA,9317284683,"35.485855469708,-86.0903490549367","35.485855469708,-86.0903490549367"
"PIKEVILLE AUTO AND HARDWARE, LLC",CarQuest,1001891,112 SOUTH GOLDSBORO STREET,PIKEVILLE,NC,27863,USA,9192426414,"35.4947950927719,-77.9817089220513","35.4947950927719,-77.9817089220513"
HITCHCOCK AUTO PARTS,CarQuest,1001544,620 MUNZER AVE,SHAFTER,CA,93263,USA,6617466348,"35.50178,-119.27769","35.50178,-119.27769"
Advance Auto Parts,CarQuest,1000044,157 PARK ST,CANTON,NC,28716,USA,8286483537,"35.5330500000049,-82.8377637744783","35.5330500000049,-82.8377637744783"
TECH-NET CORPORATE ACCOUNT,CarQuest,1002071,DO NOT DELETE,DO NOT DELETE,NC,0,USA,(000) 000-0000,"35.5393524169922,-79.1853790283203","35.5393524169922,-79.1853790283203"
DG SUPPLY INC.,CarQuest,1001390,1408 NORTH BANKS,PAMPA,TX,79065,USA,8066658466,"35.55049,-100.97302","35.55049,-100.97302"
A AND B MECHANICAL,CarQuest,1000008,400 PLYMOUTH STREET,WASHINGTON,NC,27889,USA,2529751331,"35.55569,-77.06922","35.55569,-77.06922"
Advance Auto Parts,CarQuest,1000127,"601 GREENVILLE BLVD, SOUTHWEST",GREENVILLE,NC,27834,USA,2523531400,"35.57276,-77.39575","35.57276,-77.39575"
Advance Auto Parts,CarQuest,1000026,1541 PATTON AVENUE,ASHEVILLE,NC,28806,USA,8282535335,"35.5868389233063,-82.5896358850472","35.5868389233063,-82.5896358850472"
SOUTH PACIFIC AUTO PARTS,CarQuest,1002017,932 SOUTH PACIFIC STREET,LAS VEGAS,NM,87701,USA,5054258456,"35.587068,-105.22358","35.587068,-105.22358"
ESCUE-HILL AUTO AND TRACTOR,CarQuest,1001432,934 N WASHINGTON,BROWNSVILLE,TN,38012,USA,7317724772,"35.5944297961868,-89.2621414462245","35.5944297961868,-89.2621414462245"
J AND J AUTO PARTS,CarQuest,1001598,1011 NORTH MAIN ST,SWEETWATER,TN,37874,USA,4233376248,"35.60533,-84.46098","35.60533,-84.46098"
SAN MIGUEL SUPPLY,CarQuest,1001982,622 LEGION DR,LAS VEGAS,NM,87701,USA,5054256735,"35.6185272084005,-105.223002749257","35.6185272084005,-105.223002749257"
CARQUEST,CarQuest,1001178,1030 RAILROAD,PASO ROBLES,CA,93446,USA,8052381020,"35.62537,-120.68785","35.62537,-120.68785"
Advance Auto Parts,CarQuest,1000346,400 MERRIMON AVE,ASHEVILLE,NC,28804,USA,8282549651,"35.6370696174297,-82.5713589050879","35.6370696174297,-82.5713589050879"
CARQUEST,CarQuest,1000740,5131 LAKE ISABELLA BLVD,LAKE ISABELLA,CA,93240,USA,7603792130,"35.6400492277766,-118.463940493064","35.6400492277766,-118.463940493064"
DYER AUTO PARTS,CarQuest,1001414,394 EAST CHURCH STREET,LEXINGTON,TN,38351,USA,7319686631,"35.6412100593811,-88.3749599373628","35.6412100593811,-88.3749599373628"
BLANKENSHIP AUTO PARTS,CarQuest,1000591,217 WEST CHURCH ST,LEXINGTON,TN,38351,USA,7319688171,"35.6523532635187,-88.3952079636315","35.6523532635187,-88.3952079636315"
Advance Auto Parts,CarQuest,1000279,1209 SILER ROAD,SANTA FE,NM,87505,USA,5059848535,"35.66028,-105.99425","35.66028,-105.99425"
DOBSON AUTO PARTS LLC,CarQuest,1001397,66 HWY 70 WEST,MARION,NC,28752,USA,8286597800,"35.6939004297328,-81.9900153984313","35.6939004297328,-81.9900153984313"
CARQUEST,CarQuest,1001139,1614 NEW SMITHVILLE HWY,MCMINNVILLE,TN,37110,USA,9314734424,"35.70518,-85.78116","35.70518,-85.78116"
CARQUEST,CarQuest,1001189,600 E WILLIAMS STREET,APEX,NC,27502,USA,9193674190,"35.7194450000149,-78.8430899999285","35.7194450000149,-78.8430899999285"
Advance Auto Parts,CarQuest,1000322,1405 S. TARBORO STREET,WILSON,NC,27893,USA,2522376191,"35.7216308315477,-77.9371346181212","35.7216308315477,-77.9371346181212"
CARQUEST,CarQuest,1001194,3321 S WILMINGTON ST EXT,RALEIGH,NC,27603,USA,9193290374,"35.7352615939132,-78.6490165374863","35.7352615939132,-78.6490165374863"
SEVIER'S AUTO SUPPLY,CarQuest,1002002,429 HIGH STREET,DELANO,CA,93215,USA,6617253312,"35.763080358126,-119.245617856393","35.763080358126,-119.245617856393"
KARCO PARTS,CarQuest,1001630,138 LINDEN HWY,CENTERVILLE,TN,37033,USA,9317295137,"35.76949,-87.46332","35.76949,-87.46332"
CARQUEST,CarQuest,1001251,810 SALISBURY RD,STATESVILLE,NC,28677,USA,7049782145,"35.7759,-80.87178","35.7759,-80.87178"
CARQUEST,CarQuest,1000910,,,NC,27610,USA,(919) 573-3000,"35.7802696228027,-78.6156539916992","35.7802696228027,-78.6156539916992"
CARQUEST,CarQuest,1001192,608 GERMANTOWN ROAD,RALEIGH,NC,27607,USA,9198511225,"35.78857,-78.73194","35.78857,-78.73194"
CARQUEST,CarQuest,1001193,3907 NEW BERN AVENUE,RALEIGH,NC,27610,USA,9192551753,"35.79954,-78.57042","35.79954,-78.57042"
CARQUEST,CarQuest,1001190,1610 AUTOMOTIVE WAY,RALEIGH,NC,27604,USA,9198333001,"35.79968,-78.62373","35.79968,-78.62373"
BY PASS AUTOMOTIVE,CarQuest,1000625,HWY 25 70,MARSHALL,NC,28753,USA,8286492540,"35.803685,-82.659675","35.803685,-82.659675"
JACKS AUTO PARTS,CarQuest,1001604,3687 HWY 11 EAST,LENOIR CITY,TN,37772,USA,8659863561,"35.8092947303803,-84.2549061039344","35.8092947303803,-84.2549061039344"
CARQUEST,CarQuest,1001098,2725 NORTH WRIGHT ROAD,ALCOA,TN,37701,USA,8659709273,"35.8093011730177,-83.9767996875315","35.8093011730177,-83.9767996875315"
Advance Auto Parts,CarQuest,1000256,406 AIRPORT BLVD,MORRISVILLE,NC,27560,USA,9194694804,"35.84026,-78.83058","35.84026,-78.83058"
"JUSTRINO AUTO PARTS, INC.",CarQuest,1001624,206 WEST BLVD,WILLIAMSTON,NC,27892,USA,2527924189,"35.8413400002536,-77.074535","35.8413400002536,-77.074535"
MOORE AUTO PARTS,CarQuest,1001787,300 S DUMAS,DUMAS,TX,79029,USA,8069352101,"35.843085,-101.97344","35.843085,-101.97344"
Advance Auto Parts,CarQuest,1000364,2635  EAST MILLBROOK RD,RALEIGH,NC,27604,USA,9198768481,"35.8490800000299,-78.5883650000322","35.8490800000299,-78.5883650000322"
RAL-DCS MILLBROOK NODE NC,CarQuest,1001931,2635 EAST MILLBROOK RD,RALEIGH,NC,27604,USA,(919) 876-8643,"35.8490800000299,-78.5883650000322","35.8490800000299,-78.5883650000322"
CARQUEST,CarQuest,1000785,PO BOX 1935,SHARPSBURG,NC,27878,USA,2529721992,"35.8620452880859,-77.8325347900391","35.8620452880859,-77.8325347900391"
CARQUEST,CarQuest,1001188,7201 GLENWOOD AVE - SUITE 100,RALEIGH,NC,27612,USA,9197872625,"35.86417,-78.71628","35.86417,-78.71628"
GREENS AUTO PARTS LLC,CarQuest,1001492,313 SERVICE STREET,MOUNTAIN VIEW,AR,72560,USA,8702698144,"35.8670399873424,-92.114595005805","35.8670399873424,-92.114595005805"
CARQUEST,CarQuest,1001259,6 WEST HOLLY HILL,THOMASVILLE,NC,27360,USA,3364761111,"35.8671350283247,-80.0860450150037","35.8671350283247,-80.0860450150037"
MOCKSVILLE AUTOMOTIVE,CarQuest,1001777,884 SOUTH MAIN STREET,MOCKSVILLE,NC,27028,USA,3367512944,"35.8795650083989,-80.5596899846193","35.8795650083989,-80.5596899846193"
CARQUEST,CarQuest,1001191,8730 FIDELITY BLVD,RALEIGH,NC,27617,USA,9195710344,"35.90125,-78.75933","35.90125,-78.75933"
TATUM AUTO PARTS,CarQuest,1002069,2084 W VAN HOOK,MILIAN,TN,38358,USA,7316867435,"35.9068731662259,-88.7691110029875","35.9068731662259,-88.7691110029875"
AMERICAN AUTO SUPPLY,CarQuest,1000501,2504 S MAIN STREET,HIGH POINT,NC,27263,USA,3368837825,"35.9251807843121,-79.9835342153873","35.9251807843121,-79.9835342153873"
CARQUEST,CarQuest,1001243,7560 HWY 19E,SPRUCE PINE,NC,28777,USA,8287659071,"35.92707,-82.03125","35.92707,-82.03125"
CARQUEST,CarQuest,1001010,427 OLD LANTANA ROAD,CROSSVILLE,TN,38555,USA,9314561406,"35.9373784317718,-85.0324125095276","35.9373784317718,-85.0324125095276"
CARQUEST,CarQuest,1001195,1209 S. MAIN STREET,WAKE FOREST,NC,27587,USA,9195568842,"35.9660309692007,-78.5176797432098","35.9660309692007,-78.5176797432098"
CARQUEST,CarQuest,1001105,1500 BOULDER CITY PARKWAY,BOULDER CITY,NV,89005,USA,7022931368,"35.97047,-114.85334","35.97047,-114.85334"
PRAIRIE GROVE AUTO AND FARM,CarQuest,1001905,119 EAST BUCHANAN,PRAIRIE GROVE,AR,72753,USA,4798462236,"35.97544,-94.31663","35.97544,-94.31663"
JOHNNYS STANDARD MOTOR PARTS,CarQuest,1001616,119 RIVERSIDE DR SE,ESPANOLA,NM,87532,USA,5057532215,"35.9943237304688,-106.083145141602","35.9943237304688,-106.083145141602"
EAST COAST AUTO & MARINE INC,CarQuest,1001416,1704 S CROATAN HWY,KILL DEVIL HILLS,NC,27948,USA,2527151707,"35.99702,-75.65164","35.99702,-75.65164"
"CSC AUTO PARTS, LLC.",CarQuest,1001335,221 US 13 BYPASS,WINDSOR,NC,27983,USA,2527944940,"36.019200060851,-76.9553773619939","36.019200060851,-76.9553773619939"
VIGILS AUTO PARTS,CarQuest,1002118,6413 US 550,CUBA,NM,87013,USA,5752893440,"36.01973,-106.96008","36.01973,-106.96008"
CARQUEST,CarQuest,1001082,7725 COMMERCIAL WAY STE 125,HENDERSON,NV,89011,USA,7025670700,"36.0501881607267,-115.019045557251","36.0501881607267,-115.019045557251"
MISSION AUTO SUPPLY,CarQuest,1001774,PO BOX 927,DALHART,TX,79022,USA,8062445573,"36.0614585876465,-102.514717102051","36.0614585876465,-102.514717102051"
CARQUEST,CarQuest,1001070,5307 W. MARKET STREET,GREENSBORO,NC,27409,USA,3362945630,"36.07081,-79.88346","36.07081,-79.88346"
Advance Auto Parts,CarQuest,1001571,5307 W MARKET ST,GREENSBORO,NC,27409,USA,,"36.07081,-79.88346","36.07081,-79.88346"
CARQUEST,CarQuest,1001298,1210 LINK ROAD,WINSTON SALEM,NC,27103,USA,3367239691,"36.07409,-80.25669","36.07409,-80.25669"
CARQUEST,CarQuest,1001113,5090 WEST PATRICK LANE,LAS VEGAS,NV,89118,USA,7023827784,"36.078439964512,-115.219504997312","36.078439964512,-115.219504997312"
CARQUEST,CarQuest,1001156,528 PINEOLA STREET,NEWLAND,NC,28657,USA,8287339003,"36.0815433259441,-81.9286796929664","36.0815433259441,-81.9286796929664"
Advance Auto Parts,CarQuest,1000207,505 LIGON DRIVE,NASHVILLE,TN,37204,USA,6152551146,"36.1222450759762,-86.7646983296358","36.1222450759762,-86.7646983296358"
MCKENZIE AUTO PARTS,CarQuest,1001746,15385 HIGHLAND AVE,MCKENZIE,TN,38201,USA,7313525334,"36.12505,-88.51622","36.12505,-88.51622"
CARQUEST,CarQuest,1001108,3341 INDUSTRIAL RD,LAS VEGAS,NV,89109,USA,7027351896,"36.12897,-115.17534","36.12897,-115.17534"
Advance Auto Parts,CarQuest,1001558,3341 INDUSTRIAL RD,LAS VEGAS,NV,89109,USA,(702) 735-1896,"36.12897,-115.17534","36.12897,-115.17534"
Advance Auto Parts,CarQuest,1001557,3738 BOULDER HWY,LAS VEGAS,NV,89121,USA,(702) 641-8282,"36.1379,-115.09425","36.1379,-115.09425"
CARQUEST,CarQuest,1001107,3030 EAST SAHARA,LAS VEGAS,NV,89104,USA,7024571123,"36.14505,-115.10845","36.14505,-115.10845"
CARQUEST,CarQuest,1001112,2111 S RAINBOW BLVD,LAS VEGAS,NV,89146,USA,7022285800,"36.14811,-115.2438","36.14811,-115.2438"
CARQUEST,CarQuest,1001109,1715 N DECATUR BLVD,LAS VEGAS,NV,89108,USA,7026462111,"36.1899887512654,-115.206270826747","36.1899887512654,-115.206270826747"
CARQUEST,CarQuest,1001111,1301 E CALVADA BLVD,PAHRUMP,NV,89048,USA,7757274330,"36.1919350012352,-115.988365000035","36.1919350012352,-115.988365000035"
Advance Auto Parts,CarQuest,1000150,152 SOUTH MAPLE ST,LEBANON,TN,37087,USA,6154442062,"36.1980700002811,-86.2969800010295","36.1980700002811,-86.2969800010295"
C. P. PHELPS INC-TULARE,CarQuest,1000635,1010 S BLACKSTONE,TULARE,CA,93274,USA,5596861591,"36.2088700005751,-119.331014975226","36.2088700005751,-119.331014975226"
CROOK AUTO ELECTRIC,CarQuest,1001334,1007 WEST MAIN ST,LEBANON,TN,37087,USA,6154449500,"36.2168600082663,-86.3319399936732","36.2168600082663,-86.3319399936732"
CARQUEST,CarQuest,1001110,3161 N. NELLIS BLVD,LAS VEGAS,NV,89115,USA,7026441011,"36.21735,-115.06306","36.21735,-115.06306"
EAST COAST AUTO AND MARINE #2,CarQuest,1001417,6758 CARATOKE HIGHWAY,GRANDY,NC,27939,USA,2524536161,"36.2236793676587,-75.8707372280212","36.2236793676587,-75.8707372280212"
CARQUEST,CarQuest,1001032,1420 TOSHIBA DRIVE,LEBANON,TN,37087,USA,6159943308,"36.2319950496522,-86.3242999914299","36.2319950496522,-86.3242999914299"
HAYTI  AUTO AND TRACTOR,CarQuest,1001526,808 EAST WASHINGTON,HAYTI,MO,63851,USA,5733590465,"36.2340850830078,-89.7493286132812","36.2340850830078,-89.7493286132812"
MODERN PARTS INC,CarQuest,1001778,212 EAST CRANDALL,HARRISON,AR,72601,USA,8707416131,"36.2377911699355,-93.1044761247452","36.2377911699355,-93.1044761247452"
